"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..genes"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"jolly_bartik_0"	319	27	15	6	2	1229720	734383	648324	500475	360184	892	292189	1634531	5681617	64.38	64.71	2851	NA	1005	NA	50	NA	316	NA	11	8	448525	15	"0 + 0 part"	0	26.85	1.072	0	459.13	20.91	"1893 + 2286 part"	"2172"	"2182"	"1669"	"123"	"12"	127029	"2492"	0	"963"	NA	"68"	NA	"353"	NA	"1021_AQ"	"Comamonadaceae"	5681617	1978284	37.3825	64.72	"strain"	" 5173"	"9"	6.72975917862677	0.000280894030152992	52.2285469083889	8.08209080717489e-05
"jolly_bartik_0"	60	50	49	47	41	6537957	6511585	6505033	6468502	6231277	60	389369	6537957	5575767	64.85	64.8	160366	"205045"	110853	"141616"	13	"10"	25	"19"	8	7	524252	9	"0 + 0 part"	0	99.711	1.176	0	8.29	0.23	"12292 + 53 part"	"5167"	"5934"	"5555"	"840"	"83"	389369	"160366"	203967	"110853"	"141616"	"13"	"10"	"25"	"19"	"1021_AS"	"Comamonadaceae"	5575767	7649724	151.707	64.8	"strain"	" 5019"	"9"	1.22362383233784	1.26798019626009e-06	205.793857598425	0.016570472535
"jolly_bartik_0"	26	21	20	20	17	9348850	9341572	9335566	9335566	9232454	26	1389889	9348850	9222264	71.56	71.49	712535	"712535"	492135	"492135"	6	"6"	10	"10"	18	14	4911891	49	"0 + 0 part"	0	84.954	1.194	0	1.39	0.19	"15081 + 116 part"	"6904"	"8064"	"7297"	"1194"	"162"	1389668	"552203"	552203	"397341"	"397341"	"6"	"6"	"11"	"11"	"1021_C"	"Streptomycetaceae"	9222264	7740022	94.4368	71.49	"strain"	" 8114"	"9"	1.92537050011499	1.48681388619991e-07	125.891353793385	0.0277583927538462
"jolly_bartik_0"	119	26	13	5	1	634220	464206	362301	223677	66190	241	66190	723030	4398457	71.01	72.5	13706	NA	2201	NA	13	NA	53	NA	6	5	69851	13	"0 + 0 part"	0	16.253	1.013	0	23.92	0.7	"1208 + 824 part"	"862"	"867"	"674"	"66"	"11"	65759	"9834"	0	"2048"	NA	"14"	NA	"57"	NA	"1021_P"	"Cellulomonas"	4398457	2131212	55.4309	72.51	"strain"	" 4102"	"9"	8.2984108543214	3.3082997939228e-05	72.6804422550908	0.000109609962240664
"jolly_bartik_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030716"	"Garciella nitratireducens DSM 15102"	2161335	30992	1.43328	30.36	"uniq"	NA	"9"	NA	NA	2.15089285094629	NA
"jolly_bartik_0"	180	36	33	5	1	1061112	694828	672997	197517	62238	208	62238	1081786	2576980	49.05	49.1	14379	NA	3784	NA	23	NA	64	NA	4	4	13897	1	"0 + 4 part"	590	40.241	1.043	0	164.8	0.48	"941 + 256 part"	"1260"	"1270"	"1046"	"100"	"11"	62238	"14379"	0	"3711"	NA	"23"	NA	"65"	NA	"1030728"	"Carboxydocella sporoproducens DSM 16521"	2576980	1429940	63.491	49.1	"strain"	" 2699"	"9"	3.69758898710096	0.00015234066626856	83.2334748426453	0.000778527923557692
"jolly_bartik_0"	175	1	0	0	0	212407	6463	0	0	0	2054	6463	1447736	3663781	43.81	43.72	695	NA	582	NA	807	NA	1380	NA	0	0	0	0	"0 + 1 part"	97	38.22	1.034	0	6.71	0	"493 + 4494 part"	"2749"	"2750"	"1959"	"2"	"0"	6463	"695"	0	"582"	NA	"807"	NA	"1381"	NA	"1030737"	"Vibrio cincinnatiensis DSM 19608"	3663781	477938	14.9803	43.72	"uniq"	" 3299"	"9"	0	4.63482292351644e-06	19.56740864151	7.11182278481013e-05
"jolly_bartik_0"	28	26	23	18	14	3266075	3261050	3241912	3158697	3019831	28	631411	3266075	3261014	52.18	52.15	209955	"209955"	143152	"143152"	5	"5"	9	"9"	6	4	462418	0	"0 + 0 part"	0	99.748	1.004	0	0.03	0.06	"5602 + 46 part"	"2884"	"2899"	"2595"	"466"	"44"	631411	"209955"	209955	"140364"	"140364"	"5"	"5"	"9"	"9"	"1030740"	"Desulfovibrio bizertensis DSM 18034"	3261014	11550906	347.86	52.15	"uniq"	" 2932"	"9"	1.83706742802906	9.18533714014528e-09	531.318142148424	0.0355345125142857
"jolly_bartik_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030776"	"Salinicoccus kunmingensis DSM 17847"	3190397	40966	1.30307	41.71	"uniq"	NA	"9"	NA	NA	1.92606123940061	NA
"jolly_bartik_0"	44	0	0	0	0	53024	0	0	0	0	929	1813	619677	2399538	35.63	35.62	649	NA	563	NA	380	NA	637	NA	0	0	0	0	"0 + 2 part"	194	25.225	1.023	0	4.13	0	"277 + 2490 part"	"1277"	"1277"	"859"	"0"	"0"	1790	"649"	0	"563"	NA	"380"	NA	"637"	NA	"1030782"	"Tetragenococcus halophilus subsp. halophilus DSM 20339"	2399538	280400	13.0215	35.62	"uniq"	" 2388"	"9"	0	6.66476244882415e-06	17.5283742120358	6.84930705059204e-05
"jolly_bartik_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030800"	"Alysiella filiformis DSM 16848"	2385602	3370	0.154228	46.6	"uniq"	NA	"9"	NA	NA	0.211896200623574	NA
"jolly_bartik_0"	35	33	30	27	24	4355295	4351852	4335279	4280648	4178984	37	724627	4356504	4089718	67.75	67.74	207654	"226329"	126101	"127367"	7	"6"	13	"12"	17	12	1526815	3	"0 + 1 part"	59	99.444	1.071	0	0.86	0.07	"8388 + 85 part"	"3764"	"4022"	"3717"	"591"	"59"	721958	"193154"	226060	"103973"	"125062"	"7"	"6"	"15"	"13"	"1030806"	"Diaphorobacter oryzae DSM 22780"	4089718	2402112	57.9504	67.74	"uniq"	" 3741"	"9"	3.90221149802686	1.97405993429594e-07	88.1030917046114	0.0267273219891892
"jolly_bartik_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1030812"	"Desulfovibrio vietnamensis DSM 10520"	3985519	77676	2.0503	61.41	"uniq"	NA	"9"	NA	NA	2.92343356034685	NA
"jolly_bartik_0"	5	5	5	5	4	1533805	1533805	1533805	1533805	1506587	5	731583	1533805	1534155	35.98	35.98	362445	"362445"	209382	"209382"	2	"2"	3	"3"	1	1	731583	0	"0 + 0 part"	0	99.975	1	0	0.13	0	"2990 + 20 part"	"1517"	"1517"	"1332"	"180"	"22"	648866	"362445"	362445	"209355"	"209355"	"2"	"2"	"3"	"3"	"1030869"	"Picrophilus oshimae DSM 9789"	1534155	1228156	79.1885	35.98	"uniq"	" 1590"	"9"	0.651973360368495	8.47565368479044e-08	120.081347712584	0.1999000125
"jolly_bartik_0"	82	0	0	0	0	95292	0	0	0	0	1494	2107	1017515	3304362	70.14	69.97	668	NA	574	NA	606	NA	1019	NA	0	0	0	0	"0 + 1 part"	26	30.163	1.021	0	5.92	0.3	"372 + 3505 part"	"2171"	"2172"	"1444"	"0"	"0"	2107	"668"	0	"574"	NA	"606"	NA	"1019"	NA	"1030881"	"Phenylobacterium composti DSM 19425"	3304362	410112	12.508	69.97	"uniq"	" 3163"	"9"	0	5.81809604772411e-06	18.6168464593165	6.08973607095047e-05
"jolly_bartik_0"	16	15	14	11	11	3416089	3412517	3406633	3364574	3364574	16	642577	3416089	2985908	64.63	64.53	572153	"572153"	311726	"485727"	3	"3"	5	"4"	5	3	1242441	0	"0 + 1 part"	170	99.885	1.145	0	0	0	"6772 + 28 part"	"2905"	"3310"	"2935"	"487"	"41"	642305	"427300"	427395	"294604"	"310106"	"4"	"3"	"6"	"5"	"1030896"	"Sphingomonas aestuarii DSM 19475"	2985908	11146056	425.09	64.53	"uniq"	" 2877"	"9"	1.46366210013849	0	559.932991907319	0.06235633265625
"jolly_bartik_0"	16	14	14	12	11	3105110	3096310	3096310	3069708	3030781	16	650521	3105110	3112020	64.5	64.48	403712	"403712"	173853	"173853"	3	"3"	6	"6"	9	7	1807388	0	"0 + 0 part"	0	99.351	1.004	0	0	0.03	"4150 + 23 part"	"2836"	"2841"	"2563"	"464"	"40"	649025	"332861"	332861	"139563"	"139563"	"4"	"4"	"7"	"7"	"1030905"	"Desulfovibrio alkalitolerans DSM 16529"	3112020	1928408	64.3343	64.48	"uniq"	" 2855"	"9"	2.89844804209835	0	92.9496597065572	0.06169138250625
"jolly_bartik_0"	27	0	0	0	0	30253	0	0	0	0	1215	1528	771687	4635841	45.05	45.15	622	NA	550	NA	515	NA	846	NA	1	1	864	0	"0 + 0 part"	0	16.503	1.009	0	4.57	0	"216 + 2472 part"	"1510"	"1510"	"1074"	"0"	"0"	1528	"622"	0	"550"	NA	"515"	NA	"846"	NA	"1030968"	"Vibrio gazogenes DSM 21264"	4635841	493568	10.9459	45.15	"uniq"	" 4130"	"9"	1.29586218246517	5.92209017386583e-06	15.9701767165871	2.24155562962963e-05
"jolly_bartik_0"	2	0	0	0	0	2479	0	0	0	0	220	1419	132069	2553407	32.07	32.12	584	NA	532	NA	97	NA	156	NA	0	0	0	0	"0 + 1 part"	10	5.16	1.002	0	0.76	0	"48 + 650 part"	"264"	"264"	"185"	"0"	"0"	1419	"584"	0	"532"	NA	"97"	NA	"156"	NA	"1035906"	"[Eubacterium] yurii"	2553407	215480	8.48067	32.12	"uniq"	" 2165"	"9"	0	5.75456768810243e-06	12.6583815271126	1.21025454545455e-05
"jolly_bartik_0"	62	12	7	1	1	275052	165275	131908	53794	53794	80	53794	287664	2814227	33.12	33.35	7113	NA	2655	NA	9	NA	27	NA	0	0	0	0	"0 + 0 part"	0	10.105	1.012	0	306.63	2.81	"499 + 231 part"	"330"	"330"	"284"	"27"	"3"	53794	"7113"	0	"2655"	NA	"9"	NA	"27"	NA	"1035921"	"Acetoanaerobium noterae"	2814227	718914	27.7717	33.35	"strain"	" 2719"	"9"	0	0.00106593108626731	38.3185507068193	0.00012763878125
"jolly_bartik_0"	569	27	1	0	0	1351438	186649	10516	0	0	810	10516	1529437	1600172	31.21	31.26	2385	"2261"	1495	"1392"	204	"219"	406	"442"	1	1	1205	0	"0 + 1 part"	105	92.532	1.033	0	6.82	0.14	"1795 + 1402 part"	"1958"	"1963"	"1565"	"125"	"11"	10514	"2363"	2261	"1495"	"1391"	"204"	"219"	"406"	"443"	"1035939"	"Acholeplasma oculi"	1600172	316454	19.4971	31.26	"uniq"	" 1474"	"9"	0.653835365562622	4.45915719313708e-06	29.6643735798402	0.00105705815111111
"jolly_bartik_0"	1009	18	0	0	0	2006332	113442	0	0	0	1659	9232	2480289	2736206	50.73	50.69	1815	"1647"	1134	"949"	438	"512"	872	"1057"	6	6	9143	0	"0 + 0 part"	0	86.949	1.043	0	4.67	0	"2373 + 2496 part"	"3456"	"3468"	"2599"	"157"	"3"	9232	"1815"	1645	"1134"	"944"	"438"	"512"	"873"	"1058"	"1035951"	"Nitrosomonas europaea"	2736206	512126	18.504	50.69	"uniq"	" 2640"	"9"	2.41907293867771	1.88284510393748e-06	28.0749695015653	0.000455703954249548
"jolly_bartik_0"	165	116	101	52	16	3617274	3495715	3380118	2522532	1196519	170	121698	3620978	3611124	40.5	40.5	40618	"40618"	22157	"22157"	30	"30"	61	"61"	4	4	83280	1	"0 + 1 part"	72	98.921	1.014	0	3.78	0.06	"7714 + 308 part"	"3227"	"3240"	"2854"	"481"	"74"	121698	"40618"	40618	"22157"	"22157"	"30"	"30"	"61"	"61"	"1035969"	"Legionella maceachernii"	3611124	1076320	30.4241	40.5	"uniq"	" 3260"	"9"	1.10467393063421	1.04391686444933e-06	44.7085173480612	0.00575609661235294
"jolly_bartik_0"	95	0	0	0	0	113483	0	0	0	0	1075	2424	762694	2046131	45.38	45.33	697	NA	585	NA	423	NA	721	NA	3	3	3195	1	"0 + 0 part"	0	36.441	1.023	0	5.9	0.27	"361 + 2862 part"	"1341"	"1341"	"984"	"1"	"0"	2424	"696"	0	"583"	NA	"425"	NA	"724"	NA	"1035981"	"Porphyromonas crevioricanis"	2046131	264458	13.0299	45.33	"uniq"	" 1745"	"9"	3.93342546289862	7.73573674370062e-06	19.3871751124439	0.000123529905209302
"jolly_bartik_0"	53	0	0	0	0	62739	0	0	0	0	1213	1610	814955	2791217	28.62	28.57	661	NA	569	NA	499	NA	831	NA	1	1	566	0	"0 + 0 part"	0	28.65	1.019	0	4.88	0	"348 + 3095 part"	"1631"	"1631"	"1131"	"0"	"0"	1610	"661"	0	"569"	NA	"499"	NA	"831"	NA	"1035993"	"Clostridium tetani"	2791217	337690	13.8097	28.57	"uniq"	" 2744"	"9"	1.22706161689909	5.98806069046757e-06	18.1474604088468	6.76687963726298e-05
"jolly_bartik_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036011"	"Prevotella oulorum"	2840943	6160	0.226483	46.76	"uniq"	NA	"9"	NA	NA	0.325244117886209	NA
"jolly_bartik_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036557"	"Lutispora thermophila DSM 19022"	3583033	89504	2.60858	35.66	"uniq"	NA	"9"	NA	NA	3.74699312007453	NA
"jolly_bartik_0"	401	178	103	11	0	2872158	2328261	1756144	373789	0	462	48706	2920638	2952162	47.42	47.31	12236	"12094"	6716	"6509"	77	"78"	155	"159"	3	3	4422	1	"0 + 3 part"	221	97.121	1.019	0	3.94	0	"5996 + 729 part"	"3330"	"3350"	"2585"	"273"	"20"	48706	"12236"	12079	"6716"	"6509"	"77"	"78"	"155"	"159"	"1036566"	"Bacillus coagulans DSM 1 = ATCC 7050"	2952162	725666	24.3925	47.31	"uniq"	" 2991"	"9"	1.02717283004604	1.3490203167938e-06	36.8712489355259	0.00204166420800866
"jolly_bartik_0"	759	98	8	0	0	2143561	686009	96249	0	0	1057	14687	2361332	2489535	51.07	51.06	3213	"2970"	1735	"1549"	223	"244"	478	"537"	5	5	8686	0	"0 + 2 part"	66	92.551	1.025	0	3.17	0.04	"2980 + 1714 part"	"2480"	"2483"	"2091"	"179"	"8"	14687	"3213"	2970	"1731"	"1539"	"223"	"244"	"478"	"538"	"1036614"	"Ferrithrix thermotolerans DSM 19514"	2489535	508402	21.8984	51.06	"uniq"	" 2381"	"9"	2.11744896524504	1.34246264396536e-06	30.6323470045611	0.000810377256480605
"jolly_bartik_0"	650	132	20	0	0	2164574	1013427	267966	0	0	883	23120	2334971	2460837	29.6	29.64	4058	"3830"	2061	"1817"	167	"183"	371	"420"	5	5	19350	0	"0 + 2 part"	91	93.033	1.021	0	2.97	0.04	"4180 + 1713 part"	"2854"	"2856"	"2248"	"192"	"11"	23120	"4020"	3825	"2045"	"1804"	"169"	"185"	"374"	"423"	"1036629"	"Caloranaerobacter azorensis DSM 13643"	2460837	522732	24.6175	29.64	"uniq"	" 2529"	"9"	2.14135421810378	1.27196440555365e-06	31.863061226729	0.000980196952321631
"jolly_bartik_0"	429	196	109	24	0	3251741	2622783	1994998	756382	0	471	49945	3281440	3270841	54.25	54.11	12522	"12522"	6127	"6180"	77	"77"	167	"166"	5	5	47331	2	"0 + 2 part"	106	97.847	1.025	0	3.28	0.09	"5764 + 819 part"	"3420"	"3476"	"2920"	"370"	"37"	49945	"12484"	12484	"6127"	"6180"	"78"	"78"	"168"	"167"	"1036635"	"Butyricicoccus pullicaecorum DSM 23266"	3270841	791640	26.6186	54.11	"uniq"	" 3117"	"9"	1.52372129309084	9.9956116826759e-07	36.3044244584191	0.00203270390849257
"jolly_bartik_0"	360	211	152	56	7	4516184	4124231	3686830	2111974	408719	391	74253	4540455	4474501	29.3	29.32	23018	"23385"	12532	"13647"	63	"62"	127	"123"	13	12	143783	0	"0 + 4 part"	217	98.802	1.027	0	2.6	0.09	"8255 + 675 part"	"4433"	"4504"	"3814"	"544"	"42"	74253	"23018"	23385	"12027"	"13227"	"63"	"62"	"128"	"124"	"1036680"	"Clostridium grantii DSM 8605"	4474501	1177642	25.9907	29.32	"uniq"	" 4226"	"9"	2.86314917778064	5.72629835556128e-07	39.4784356959581	0.00249663304450128
"jolly_bartik_0"	505	0	0	0	0	625371	0	0	0	0	3321	2308	2541014	4836996	39.67	39.66	770	"520"	616	NA	1248	"3081"	2174	NA	2	2	1507	1	"0 + 0 part"	0	50.354	1.043	0	6.82	0.08	"969 + 5796 part"	"4530"	"4533"	"3281"	"9"	"0"	2308	"770"	520	"615"	NA	"1248"	"3083"	"2175"	NA	"1036683"	"Butyrivibrio fibrisolvens DSM 3071"	4836996	687638	14.1477	39.66	"uniq"	" 4094"	"9"	0.787087359613131	2.68396789628078e-06	21.3243302247924	7.63482479975911e-05
"jolly_bartik_0"	53	0	0	0	0	64774	0	0	0	0	1268	3744	834515	3394420	39.86	39.9	637	NA	557	NA	521	NA	873	NA	0	0	0	0	"0 + 1 part"	101	24.115	1.019	0	4.64	0	"258 + 2960 part"	"1682"	"1682"	"1198"	"2"	"0"	3643	"637"	0	"557"	NA	"522"	NA	"873"	NA	"1036695"	"Butyrivibrio hungatei DSM 14810"	3394420	398764	12.0329	39.9	"uniq"	" 3048"	"9"	0	5.56011575585819e-06	17.621449319766	4.58622417192429e-05
"jolly_bartik_0"	54	42	38	22	13	2227967	2197898	2171165	1918225	1597047	56	362939	2229569	2233018	27.82	27.84	90136	"90136"	39884	"39884"	6	"6"	15	"15"	5	5	101523	0	"0 + 2 part"	259	99.613	1.002	0	0.45	0	"5707 + 165 part"	"2251"	"2261"	"1925"	"290"	"26"	362939	"90136"	90136	"35818"	"35818"	"6"	"6"	"16"	"16"	"1036701"	"Tepidibacter thalassicus DSM 15285"	2233018	1128212	51.5648	27.84	"uniq"	" 2273"	"9"	2.24258589888898	2.01832730900008e-07	75.7861333854004	0.0177191960160714
"jolly_bartik_0"	72	64	57	43	29	4264433	4246404	4191856	3934937	3448519	72	377569	4264433	4151980	48.26	48.23	121774	"121774"	59371	"59834"	11	"11"	25	"24"	20	14	751231	2	"0 + 0 part"	0	99.406	1.033	0	0.19	0.02	"8837 + 115 part"	"3876"	"4006"	"3539"	"518"	"43"	377543	"85172"	98029	"45746"	"55038"	"12"	"11"	"29"	"27"	"1036704"	"Propionispora hippei DSM 15287"	4151980	3553688	96.3574	48.23	"uniq"	" 3917"	"9"	4.68995526486171	4.45545750161862e-08	128.385300507228	0.0137243789388889
"jolly_bartik_0"	56	0	0	0	0	64563	0	0	0	0	1037	1738	695844	2627109	49.62	49.51	651	NA	568	NA	424	NA	710	NA	1	1	795	0	"0 + 0 part"	0	25.894	1.023	0	4.7	0	"273 + 2577 part"	"1385"	"1387"	"947"	"0"	"0"	1738	"651"	0	"568"	NA	"424"	NA	"711"	NA	"1036716"	"Desulfotomaculum hydrothermale Lam5 = DSM 18033"	2627109	310440	13.5518	49.51	"uniq"	" 2620"	"9"	1.43710371864958	6.75438747765304e-06	17.7251876492372	6.46575926711668e-05
"jolly_bartik_0"	105	0	0	0	0	124246	0	0	0	0	1329	1914	930600	2473383	28.33	28.57	686	NA	585	NA	530	NA	898	NA	2	2	1647	0	"0 + 0 part"	0	36.52	1.031	0	7.86	0.44	"412 + 3305 part"	"1855"	"1855"	"1238"	"0"	"0"	1914	"684"	0	"584"	NA	"530"	NA	"899"	NA	"1036731"	"Caminicella sporogenes DSM 14501"	2473383	321180	14.2013	28.57	"uniq"	" 2372"	"9"	2.1491510853213	8.4461637653127e-06	19.4781802899106	0.000100354431903687
"jolly_bartik_0"	36	0	0	0	0	40989	0	0	0	0	889	2919	579382	2938633	28.66	28.63	630	NA	553	NA	367	NA	613	NA	0	0	0	0	"0 + 0 part"	0	19.353	1.019	0	3.34	0	"149 + 1759 part"	"1143"	"1143"	"781"	"0"	"0"	2900	"630"	0	"553"	NA	"367"	NA	"613"	NA	"1036782"	"Intestinibacter bartlettii DSM 16795"	2938633	324110	12.1127	28.63	"uniq"	" 2676"	"9"	0	5.76476314417776e-06	16.5439168484122	4.21303272215973e-05
"jolly_bartik_0"	25	25	25	24	22	5005681	5005681	5005681	4985378	4911443	25	1522094	5005681	4983771	60.48	60.5	301295	"301295"	152930	"152930"	4	"4"	10	"10"	10	7	2631785	4	"0 + 2 part"	3250	99.874	1.005	0	0.32	0.22	"9290 + 36 part"	"4610"	"4623"	"4181"	"685"	"81"	792668	"258902"	294456	"142425"	"142425"	"6"	"5"	"12"	"12"	"1036785"	"Ferrimonas marina"	4983771	6524570	128.411	60.5	"uniq"	" 4648"	"9"	1.99773017897065	6.39273657270609e-08	196.374492327196	0.039899263504
"jolly_bartik_0"	32	0	0	0	0	37680	0	0	0	0	1259	1792	812951	4131007	66.83	66.67	629	NA	554	NA	527	NA	873	NA	0	0	0	0	"0 + 1 part"	49	19.351	1.017	0	3.88	0	"245 + 2913 part"	"1672"	"1672"	"1146"	"0"	"0"	1743	"629"	0	"554"	NA	"527"	NA	"873"	NA	"1036800"	"Tessaracoccus bendigoensis DSM 12906"	4131007	453954	12.6212	66.67	"uniq"	" 3758"	"9"	0	4.77273538011516e-06	16.4834143345678	2.97427482922955e-05
"jolly_bartik_0"	3	0	0	0	0	3365	0	0	0	0	393	1288	235361	5165242	67.79	67.84	577	NA	534	NA	173	NA	279	NA	0	0	0	0	"0 + 0 part"	0	4.555	1	0	7.23	0	"43 + 710 part"	"505"	"505"	"336"	"0"	"0"	1288	"577"	0	"534"	NA	"173"	NA	"279"	NA	"1036803"	"Pseudoxanthobacter soli DSM 19599"	5165242	420968	8.30303	67.84	"uniq"	" 4337"	"9"	0	3.0718768190142e-05	12.2250225642864	5.27939567430025e-06
"jolly_bartik_0"	1036	0	0	0	0	1297501	0	0	0	0	6431	3089	4984992	9745282	69.09	69.05	781	"510"	622	NA	2397	"6209"	4195	NA	4	4	5815	0	"0 + 9 part"	1014	48.875	1.046	0	9.74	0.27	"1582 + 8596 part"	"9547"	"9553"	"6690"	"27"	"0"	3089	"780"	510	"622"	NA	"2400"	"6215"	"4199"	NA	"1048861"	"Lechevalieria flava"	9745282	1408200	15.1638	69.05	"uniq"	" 9328"	"9"	0.80240850938176	1.95386472034459e-06	21.6751039118211	3.71445440055979e-05
"jolly_bartik_0"	0	0	0	0	0	0	0	0	0	0	3	614	1738	10810212	68.99	68.95	603	NA	521	NA	2	NA	3	NA	0	0	0	0	"0 + 0 part"	0	0.016	0.993	0	971.43	114.29	"1 + 8 part"	"4"	"4"	"3"	"0"	"0"	614	"603"	0	"521"	NA	"2"	NA	"3"	NA	"1048870"	"Lechevalieria aerocolonigenes"	10810212	347860	3.52758	68.95	"uniq"	"10041"	"9"	0	0.558935558112773	4.82682485782887	8.53333333333333e-09
"jolly_bartik_0"	2620	0	0	0	0	3536153	0	0	0	0	9764	4539	8567818	12276125	66.22	66.2	909	"715"	687	NA	3406	"5710"	6121	NA	3	3	4311	0	"0 + 1 part"	69	65.981	1.058	0	6.77	0.04	"2976 + 11563 part"	"14905"	"14926"	"10861"	"117"	"1"	4539	"908"	715	"686"	NA	"3408"	"5713"	"6124"	NA	"1048885"	"Kibdelosporangium aridum"	12276125	1928000	17.7805	66.2	"uniq"	"11208"	"9"	0.35014749379597	7.90166177666239e-07	23.557922390005	4.45871810835723e-05
"jolly_bartik_0"	17	14	12	11	11	3467509	3460998	3447589	3428554	3428554	17	611042	3467509	2958257	32.16	32.24	452253	"482002"	228389	"330001"	4	"3"	6	"5"	13	8	1575930	1	"0 + 2 part"	227973	99.402	1.102	0	0.68	0.14	"6380 + 55 part"	"2834"	"3113"	"2908"	"523"	"77"	610022	"318635"	318635	"147180"	"291217"	"4"	"4"	"8"	"6"	"1048939"	"Olleya aquimaris"	2958257	2937988	97.3664	32.24	"uniq"	" 2658"	"9"	3.74908904346031	1.96106196119462e-07	148.972249537481	0.0581221035529412
"jolly_bartik_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1048942"	"Ohtaekwangia kribbensis"	7410016	189992	2.57316	43.75	"uniq"	NA	"9"	NA	NA	3.84598359841598	NA
"jolly_bartik_0"	0	0	0	0	0	0	0	0	0	0	14	801	8278	7241272	43.53	41.93	564	NA	541	NA	7	NA	10	NA	0	0	0	0	"0 + 0 part"	0	0.114	1	0	0	0	"0 + 13 part"	"9"	"9"	"8"	"0"	"0"	801	"564"	0	"541"	NA	"7"	NA	"10"	NA	"1048945"	"Ohtaekwangia koreensis"	7241272	332948	4.64933	41.93	"uniq"	" 5904"	"9"	0	0	6.89688220522582	9.28285714285714e-08
"jolly_bartik_0"	103	13	13	7	1	509948	364640	364640	279191	78049	227	78049	597095	3668822	65.19	66.54	16182	NA	1516	NA	9	NA	54	NA	10	8	250371	5	"0 + 2 part"	221	14.455	1.127	0	774.83	31.68	"871 + 524 part"	"713"	"719"	"549"	"59"	"5"	39459	"10746"	0	"1109"	NA	"15"	NA	"97"	NA	"1048966"	"Rhodobacter capsulatus"	3668822	632390	18.5523	66.54	"strain"	" 3474"	"9"	16.747753707534	0.00129766620052086	25.8553017835153	9.20471475770925e-05
